metric,unit,model_mae,baseline_mae,mae_improvement_pct,model_rmse,baseline_rmse,model_r2,quality_pct
traffic_mbps,Mbps,8.310590961662156,12.340217973231358,32.654423287419625,15.95001791896775,22.694507529019077,0.7482116233438587,86.89739551002185
latency_ms,ms,1.1414549760954542,1.2752409177820268,10.491032699865125,2.1542108403055464,2.563187056613171,-0.18413015613692485,74.46972413301182
packet_loss_pct,%,0.3260562599793858,0.371151051625239,12.14998353052939,0.7623269276444399,0.8711748775670791,-0.30249560174346746,76.41432447267019
